devil	-3.4	0.8	[-4, -3, -4, -4, -4, -4, -2, -3, -2, -4]
deviled	-1.6	1.0198	[-1, -2, 0, -4, -1, -2, -2, -2, -1, -1]
devilfish	-0.8	1.07703	[-2, -3, -1, 0, 0, 0, 0, -2, 0, 0]
devilfishes	-0.6	1.0198	[-3, 0, -2, 0, 0, 0, 0, -1, 0, 0]
deviling	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
devilish	-2.1	1.04403	[-1, -2, -4, -1, -1, -2, -2, -4, -2, -2]
devilishly	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]
devilishness	-2.3	0.9	[-4, -1, -4, -2, -2, -2, -2, -2, -2, -2]
devilkin	-2.4	0.91652	[-3, -1, -2, -3, -2, -4, -2, -3, -3, -1]
devilled	-2.3	1.1	[-3, -1, -2, -3, 0, -4, -2, -3, -2, -3]
devilling	-1.8	1.249	[-3, -1, -1, -2, -2, -3, -4, -2, 0, 0]
devilment	-1.9	0.9434	[-2, -1, -2, -1, -3, -2, -2, -1, -1, -4]
devilments	-1.1	0.7	[-2, -1, -2, -2, -1, 0, 0, -1, -1, -1]
devilries	-1.6	1.35647	[-1, -1, -2, -4, -3, 0, -2, 0, 0, -3]
devilry	-2.8	1.249	[-4, -3, 0, -2, -2, -2, -3, -4, -4, -4]
devils	-2.7	0.9	[-3, -1, -3, -2, -2, -3, -4, -3, -2, -4]
deviltries	-1.5	1.11803	[-1, -2, 1, -2, 0, -2, -2, -3, -2, -2]
deviltry	-2.8	1.32665	[-4, -4, -3, -3, -3, -3, 1, -3, -3, -3]
devilwood	-0.8	1.07703	[0, -1, -2, 0, 0, 0, 0, -3, -2, 0]
devilwoods	-1.0	0.7746	[-2, 0, -2, -1, -1, 0, -1, -2, 0, -1]
dick	-2.3	1.18743	[-2, -3, -4, -2, 0, -4, -2, -1, -3, -2]
dickhead	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
die	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
died	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
difficult	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]
difficulties	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]
difficultly	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]
difficulty	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -2, -1, -1]
diffident	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
dilemma	-0.7	1.48661	[2, -1, -2, -2, -1, -1, 2, 0, -2, -2]
dipshit	-2.1	0.7	[-1, -2, -2, -3, -2, -3, -3, -2, -2, -1]
dire	-2.0	1.26491	[-2, -3, -3, -2, -3, -1, -1, 1, -3, -3]
direful	-3.1	0.83066	[-3, -3, -3, -3, -4, -1, -4, -3, -4, -3]
dirt	-1.4	0.91652	[-1, -1, -1, 0, -3, -1, -1, -2, -3, -1]
dirtier	-1.4	0.4899	[-2, -1, -1, -2, -1, -2, -1, -1, -2, -1]
dirtiest	-2.4	1.0198	[-4, -3, -2, -1, -2, -3, -1, -2, -4, -2]
dirty	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]
disabling	-2.1	0.53852	[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]
disadvantage	-1.8	0.4	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]
disadvantaged	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
disadvantageous	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]
disadvantageously	-2.1	0.83066	[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]
disadvantageousness	-1.6	0.66332	[-1, -1, -3, -2, -1, -1, -2, -1, -2, -2]
disadvantages	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
disagree	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
disagreeable	-1.7	0.64031	[-1, -2, -1, -1, -1, -2, -2, -2, -3, -2]
disagreeableness	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -3, -1, -2, -2]
disagreeablenesses	-1.9	0.9434	[-2, 0, -3, -1, -2, -3, -2, -1, -3, -2]
disagreeably	-1.5	0.67082	[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]
disagreed	-1.3	0.64031	[-1, -2, -1, -1, -2, 0, -1, -2, -1, -2]
disagreeing	-1.4	0.8	[-1, 0, -1, -2, -2, -1, -3, -1, -1, -2]
disagreement	-1.5	0.67082	[-2, -1, -1, -1, -1, -1, -1, -3, -2, -2]
disagreements	-1.8	0.6	[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]
disagrees	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -2, -1, -2]
disappear	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
disappeared	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
disappears	-1.4	0.8	[-2, -2, 0, 0, -2, -1, -2, -1, -2, -2]
disappoint	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
disappointed	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]
disappointedly	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -1, -2, -2, -1]
disappointing	-2.2	0.6	[-1, -2, -2, -3, -3, -2, -2, -2, -3, -2]
disappointingly	-1.9	0.7	[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]
disappointment	-2.3	1.00499	[-3, -1, -4, -1, -3, -1, -3, -2, -2, -3]
disappointments	-2.0	1.09545	[-1, -2, -4, -3, -2, -2, -3, 0, -2, -1]
disappoints	-1.6	0.4899	[-2, -1, -1, -1, -2, -1, -2, -2, -2, -2]
disaster	-3.1	0.83066	[-2, -4, -4, -3, -3, -2, -4, -3, -2, -4]
disasters	-2.6	0.8	[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]
disastrous	-2.9	0.53852	[-2, -2, -3, -3, -3, -3, -4, -3, -3, -3]
disbelieve	-1.2	0.87178	[-1, -2, -1, -2, -1, 0, 0, -1, -3, -1]
discard	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]
discarded	-1.4	0.91652	[-1, -1, -1, -1, 0, -1, -2, -3, -3, -1]
discarding	-0.7	0.45826	[-1, 0, -1, -1, -1, 0, -1, 0, -1, -1]
discards	-1.0	0.63246	[0, -1, -1, -1, -2, 0, -2, -1, -1, -1]
discomfort	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
discomfortable	-1.6	0.8	[-1, -1, -1, -2, -3, -1, -2, -1, -3, -1]
discomforted	-1.6	0.8	[-1, -1, -1, -2, -3, -3, -1, -1, -1, -2]
discomforting	-1.6	1.11355	[-1, -2, -1, -1, -2, 1, -3, -2, -3, -2]
discomforts	-1.3	0.9	[-2, -1, -2, -1, -1, -2, -2, -1, 1, -2]
disconsolate	-2.3	0.78102	[-1, -2, -2, -3, -2, -2, -2, -4, -3, -2]
disconsolation	-1.7	0.45826	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -2]
discontented	-1.8	0.9798	[-1, -3, -1, -2, -4, -2, -1, -2, -1, -1]
discord	-1.7	0.64031	[-3, -2, -2, -2, -2, -1, -1, -1, -1, -2]
discourage	-1.8	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]
discourageable	-1.2	0.9798	[-1, -2, -1, 1, -1, -1, -1, -2, -3, -1]
discouraged	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -1, -1, -2, -2]
discouragement	-2.0	0.89443	[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]
discouragements	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]
discourager	-1.7	0.78102	[-2, -1, -3, -2, -1, -3, -1, -2, -1, -1]
discouragers	-1.9	0.53852	[-2, -2, -2, -2, -1, -1, -3, -2, -2, -2]
discourages	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -1, -3, -2, -2]
discouraging	-1.9	0.7	[-2, -2, -2, -3, -1, -1, -2, -1, -2, -3]
discouragingly	-1.8	0.87178	[-2, -1, -3, -1, -1, -3, -2, -1, -3, -1]
discredited	-1.9	0.53852	[-2, -2, -2, -2, -1, -3, -1, -2, -2, -2]
disdain	-2.1	0.3	[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]
disgrace	-2.2	0.74833	[-2, -4, -1, -2, -2, -2, -2, -3, -2, -2]
disgraced	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]
disguise	-1.0	1.09545	[-2, -1, 0, 0, 0, 0, -3, -2, -2, 0]
disguised	-1.1	1.04403	[-3, 0, 0, -1, -1, 0, -3, -1, -1, -1]
disguises	-1.0	0.63246	[-2, 0, 0, -1, -1, -1, -2, -1, -1, -1]
disguising	-1.3	0.78102	[0, -2, -1, -1, -1, -2, -1, -1, -3, -1]
disgust	-2.9	0.7	[-3, -3, -4, -2, -3, -3, -4, -2, -3, -2]
disgusted	-2.4	0.91652	[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]
disgustedly	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
disgustful	-2.6	0.4899	[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]
disgusting	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]
disgustingly	-2.9	0.7	[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]
disgusts	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]
dishearten	-2.0	0.63246	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]
disheartened	-2.2	0.74833	[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]
disheartening	-1.8	1.32665	[-2, -2, -2, -3, -2, 2, -2, -2, -3, -2]
dishearteningly	-2.0	0.63246	[-2, -3, -2, -1, -2, -2, -2, -3, -2, -1]
disheartenment	-2.3	0.45826	[-3, -2, -3, -2, -2, -2, -2, -3, -2, -2]
disheartenments	-2.2	0.87178	[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]
disheartens	-2.2	0.4	[-3, -2, -2, -2, -3, -2, -2, -2, -2, -2]
dishonest	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]
disillusion	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]
disillusioned	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]
disillusioning	-1.3	1.00499	[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]
disillusionment	-1.7	0.78102	[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]
disillusionments	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
disillusions	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
disinclined	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
disjointed	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
dislike	-1.6	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]
disliked	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
dislikes	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
disliking	-1.3	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]
dismal	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
dismay	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
dismayed	-1.9	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]
dismaying	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
dismayingly	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
dismays	-1.8	1.07703	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]
disorder	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
disorganized	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
disoriented	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
disparage	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
disparaged	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
disparages	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
disparaging	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
displeased	-1.9	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]
dispute	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
disputed	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
disputes	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
disputing	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
disqualified	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
disquiet	-1.3	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]
disregard	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
disregarded	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
disregarding	-0.9	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
disregards	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
disrespect	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
disrespected	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
disruption	-1.5	0.67082	[-1, -1, -1, -2, -1, -3, -2, -2, -1, -1]
disruptions	-1.4	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
disruptive	-1.3	1.00499	[-4, 0, -1, -1, -1, -1, -1, -1, -2, -1]
dissatisfaction	-2.2	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
dissatisfactions	-1.9	0.83066	[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]
dissatisfactory	-2.0	0.63246	[-2, -2, -3, -1, -2, -3, -2, -2, -1, -2]
dissatisfied	-1.6	0.66332	[-2, -3, -1, -2, -1, -1, -2, -2, -1, -1]
dissatisfies	-1.8	0.74833	[-3, -3, -1, -1, -2, -1, -2, -2, -2, -1]
dissatisfy	-2.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
dissatisfying	-2.4	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
distort	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
distorted	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
distorting	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -1, -1, -2, -1]
distorts	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
distract	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
distractable	-1.3	1.00499	[-2, 0, 1, -2, -2, -1, -1, -2, -2, -2]
distracted	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
distractedly	-0.9	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
distractibility	-1.3	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
distractible	-1.5	0.92195	[-1, -2, -1, -1, -4, -1, -1, -1, -2, -1]
distracting	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]
distractingly	-1.4	1.0198	[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]
distraction	-1.6	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
distractions	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
distractive	-1.6	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
distracts	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
distraught	-2.6	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
distress	-2.4	0.8	[-1, -2, -2, -3, -3, -4, -3, -2, -2, -2]
distressed	-1.8	0.6	[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]
distresses	-1.6	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
distressful	-2.2	0.6	[-1, -3, -3, -2, -2, -3, -2, -2, -2, -2]
distressfully	-1.7	1.1	[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]
distressfulness	-2.4	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]
distressing	-1.7	1.18743	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
distressingly	-2.2	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
distrust	-1.8	0.87178	[-1, -2, -2, -2, -1, -1, -2, -4, -1, -2]
distrusted	-2.4	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
distrustful	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
distrustfully	-1.8	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
distrustfulness	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
distrusting	-2.1	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
distrusts	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
disturb	-1.7	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
disturbance	-1.6	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
disturbances	-1.4	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
disturbed	-1.6	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
disturber	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
disturbers	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
disturbing	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
disturbingly	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
disturbs	-1.9	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
dithering	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
dizzy	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
dodging	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
dodgy	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
dolorous	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
dominances	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
dominate	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
dominating	-1.2	1.98997	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
domination	-0.2	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
dominations	-0.3	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
dominative	-0.7	1.18743	[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]
dominators	-0.4	1.8	[-1, -2, -2, -2, 0, 2, 2, -3, 2, 0]
dominatrices	-0.2	1.6	[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]
dominatrix	-0.5	0.92195	[0, 0, -1, 0, 0, 1, 0, -1, -2, -2]
doom	-1.7	1.26886	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
doomed	-3.2	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
doomful	-2.1	0.7	[-3, -2, -3, -1, -2, -3, -2, -1, -2, -2]
dooming	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
dooms	-1.1	1.57797	[1, -3, -1, -3, -2, -1, -3, 1, 1, -1]
doomsayer	-0.7	1.41774	[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]
doomsayers	-1.7	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
doomsaying	-1.5	1.28452	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
doomsayings	-1.5	0.92195	[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]
doomsday	-2.8	1.249	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
doomsdayer	-2.2	1.249	[-3, -1, -4, -3, -4, -3, -1, -1, -1, -1]
doomsdays	-2.4	1.85472	[-3, -2, -4, 1, -4, -3, -2, -4, 1, -4]
doomster	-2.2	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
doomsters	-1.6	0.8	[-3, -1, -2, -2, 0, -2, -2, -1, -1, -2]
doomy	-1.1	1.37477	[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]
dork	-1.4	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
dorkier	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
dorkiest	-1.2	0.74833	[-1, -2, -1, -3, -1, 0, -1, -1, -1, -1]
dorks	-0.5	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
dorky	-1.1	1.04403	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
doubt	-1.5	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
doubtable	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
doubted	-1.1	1.22066	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
doubter	-1.6	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
doubters	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
doubtful	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]
doubtfully	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
doubtfulness	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
doubting	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
doubtingly	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
doubts	-1.2	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
douche	-1.5	1.68819	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
douchebag	-3.0	0.44721	[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]
downcast	-1.8	0.74833	[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]
downhearted	-2.3	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
downside	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
drag	-0.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
dragged	-0.2	1.07703	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
drags	-0.7	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
drained	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
dread	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
dreaded	-2.7	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
dreadful	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
dreadfully	-2.7	1.26886	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
dreadfulness	-3.2	0.87178	[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]
dreadfuls	-2.4	1.2	[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]
dreading	-2.4	0.8	[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]
dreadlock	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
dreadlocks	-0.2	0.9798	[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]
dreadnought	-0.6	1.35647	[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]
dreadnoughts	-0.4	0.66332	[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]
dreads	-1.4	1.42829	[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]
dreary	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]
droopy	-0.8	0.74833	[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]
drop	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]
drown	-2.7	1.00499	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
drowned	-2.9	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
drowns	-2.2	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
drunk	-1.4	0.91652	[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]
dubious	-1.5	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
dud	-1.0	0.89443	[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]
dull	-1.7	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
dullard	-1.6	0.66332	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]
dullards	-1.8	0.87178	[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]
dulled	-1.5	0.5	[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]
duller	-1.7	0.64031	[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]
dullest	-1.7	1.00499	[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]
dulling	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
dullish	-1.1	0.53852	[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]
dullness	-1.4	0.8	[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]
dullnesses	-1.9	1.04403	[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]
dulls	-1.0	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
dullsville	-2.4	0.8	[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]
dully	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]
dumb	-2.3	0.9	[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]
dumbass	-2.6	1.0198	[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]
dumbbell	-0.8	0.9798	[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]
dumbbells	-0.2	0.4	[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]
dumbcane	-0.3	0.45826	[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]
dumbcanes	-0.6	1.2	[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]
dumbed	-1.4	0.4899	[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]
dumber	-1.5	0.5	[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]
dumbest	-2.3	1.00499	[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]
